pair,stem_width,stem_height,first_flower_day,fruits_number,fruit_length,fruit_diameter,fruit_weight,seeds_number,yield
ind_10_ind_48,0.4234,0.5748,0.717,0.5599,0.3685,0.3932,0.3036,0.3692,0.8737
ind_10_ind_49,0.9403,0.6772,0.8113,0.5463,0.3736,0.3729,0.3056,0.3443,0.8163
ind_10_ind_50,0.7455,0.4882,0.7547,0.758,0.3823,0.339,0.3017,0.2527,0.9331
ind_10_ind_51,0.8234,0.3937,0.7058,0.8906,0.37,0.3593,0.3052,0.3579,0.8539
ind_10_ind_52,0.626,0.5197,0.5283,0.6925,0.3637,0.3695,0.3066,0.3465,0.9388
ind_10_ind_53,0.8649,0.2441,0.8302,0.5503,0.3712,0.3051,0.3024,0.3296,0.893
ind_10_ind_54,0.8104,0.6142,0.566,0.6869,0.3728,0.3763,0.3066,0.3952,0.9329
ind_10_ind_55,0.6935,0.5906,0.5472,0.4992,0.3677,0.3525,0.3017,0.3455,0.87
ind_10_ind_56,0.3117,0.6929,0.717,0.7292,0.3748,0.3424,0.3043,0.3601,0.9909
ind_10_ind_57,0.8961,0.4646,0.7547,0.3754,0.3708,0.3525,0.3033,0.3455,0.7288
ind_10_ind_58,0.5013,0.4173,0.6792,0.5982,0.3665,0.3593,0.3047,0.3455,0.8833
ind_10_ind_59,0.6753,0.748,0.6604,0.0072,0.3867,0.3492,0.3066,0.3455,0.2545
ind_10_ind_60,0.8597,0.5984,0.7058,0.8626,0.3792,0.3695,0.307,0.3455,0.8924
ind_10_ind_61,0.7039,0.2756,0.7058,0.8898,0.355,0.3559,0.2979,0.3455,0.8128
ind_10_ind_62,0.8909,0.5118,0.6415,0.5591,0.3803,0.3831,0.3084,0.3455,0.7664
ind_10_ind_63,0.6675,0.8189,0.7058,0.976,0.37,0.3593,0.3038,0.3455,0.7723
ind_10_ind_64,0.9688,0.4409,0.566,0.7492,0.37,0.3593,0.3038,0.3455,0.9675
ind_10_ind_65,0.4442,0.3622,0.7058,0.9129,0.3752,0.3898,0.3001,0.3455,0.8093
ind_10_ind_66,0.6571,0.7795,0.7736,0.3211,0.38,0.3729,0.3063,0.3455,0.5812
ind_10_ind_67,0.6883,0.5827,0.8491,0.647,0.3609,0.3254,0.3011,0.3455,0.9922
ind_10_ind_68,0.8416,0.4252,0.566,0.8171,0.3629,0.3458,0.3036,0.3511,0.908
ind_10_ind_69,0.8753,0.6142,0.7058,0.9944,0.3419,0.3525,0.2967,0.3386,0.7463
ind_10_ind_70,0.7195,0.6772,0.7547,0.5727,0.3748,0.3593,0.3029,0.359,0.8985
ind_10_ind_71,1.0,0.6614,0.717,0.3626,0.3689,0.3424,0.3024,0.3624,0.7466
ind_10_ind_72,0.9714,0.5984,0.6792,0.3754,0.3649,0.3356,0.3017,0.3805,0.7794
ind_10_ind_73,0.7558,0.748,0.7736,0.7117,0.378,0.3831,0.305,0.3556,0.9825
ind_10_ind_74,0.9273,0.5118,0.7058,0.0495,0.3613,0.3627,0.301,0.3455,0.5638
ind_10_ind_75,0.4987,0.6299,0.8491,0.5503,0.3716,0.3627,0.3054,0.3455,0.8237
ind_10_ind_76,0.7766,0.3465,0.6415,0.4625,0.3716,0.3322,0.304,0.3455,0.7792
ind_10_ind_77,0.5325,0.6614,0.8113,0.3043,0.3514,0.3525,0.3052,0.3455,0.6012
ind_10_ind_78,0.7429,0.6614,0.6792,0.528,0.3673,0.3831,0.305,0.3455,0.8111
ind_10_ind_79,0.8182,0.9008,0.4528,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_80,0.9636,0.9646,0.6981,0.996,0.3926,0.9186,0.4023,0.359,0.8098
ind_10_ind_81,0.8701,0.8819,0.7736,0.996,0.3522,0.8814,0.3746,0.3986,0.7595
ind_10_ind_82,0.9377,0.8346,0.9057,0.996,0.3601,0.7593,0.3569,0.5287,0.7567
ind_10_ind_83,0.9922,0.9449,0.7358,0.9944,0.3926,0.9898,0.4643,0.7436,0.7596
ind_10_ind_84,0.7844,0.9134,0.1698,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_85,0.8883,0.9685,0.7736,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_86,0.8701,0.9764,0.4528,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_87,0.9714,0.8386,0.4528,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_88,0.8987,0.8819,0.7925,0.9944,0.3922,0.8373,0.535,0.4531,0.7652
ind_10_ind_89,0.8312,0.9961,0.3396,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_90,0.9039,0.7913,0.9057,0.9808,0.4529,0.8169,0.581,0.4531,0.8692
ind_10_ind_91,0.8753,0.874,0.6038,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_92,0.7948,0.9961,0.8302,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_93,0.9325,0.8504,0.4528,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_94,0.8857,0.9409,0.566,0.9952,0.3875,0.9831,0.4262,0.4438,0.7621
ind_10_ind_95,0.9351,0.9764,0.3208,0.9936,0.3859,0.7763,0.3785,0.2968,0.7492
ind_10_ind_96,0.8416,0.9921,0.0755,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_97,0.8831,0.9921,0.7736,0.9944,0.3958,0.861,0.3993,0.2968,0.817
ind_10_ind_98,0.9013,0.9945,0.5094,0.9952,0.4073,0.922,0.4165,0.3646,0.761
ind_10_ind_99,0.9481,0.8937,0.4906,0.9936,0.3938,0.922,0.4191,0.3929,0.7508
ind_10_ind_100,0.9558,0.878,0.7736,0.9944,0.3954,0.7627,0.3785,0.3929,0.7528
ind_10_ind_101,0.9481,0.8701,0.6792,0.9976,0.3697,0.8237,0.3864,0.5343,0.7693
ind_10_ind_102,0.8805,0.8898,0.7736,1.0,0.4124,0.9831,0.4483,0.4531,0.8033
ind_10_ind_103,0.8104,0.9213,0.6226,0.996,0.3752,0.8508,0.3869,0.3137,0.7614
ind_10_ind_104,0.9844,0.9213,0.3962,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_105,0.826,0.9685,0.7547,0.9944,0.4192,0.9797,0.4793,0.5909,0.7608
ind_10_ind_106,0.9584,0.9921,0.2642,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_107,0.9195,0.9488,0.6415,0.9936,0.4231,0.9763,0.5058,0.5683,0.7542
ind_10_ind_108,0.8831,0.9882,0.4151,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_109,0.7506,0.9134,0.6038,0.996,0.3669,0.8881,0.4528,0.5626,0.7719
ind_10_ind_110,0.8883,0.9685,0.1887,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_111,0.7532,0.874,0.6792,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_112,0.9481,0.9213,0.4528,0.9928,0.3934,0.9424,0.4324,0.4531,0.7455
ind_10_ind_113,0.8234,0.9094,0.7736,0.9992,0.3776,0.922,0.405,0.4382,0.7925
ind_10_ind_114,0.7325,0.7559,0.4151,0.9936,0.4168,0.9898,0.4528,0.4778,0.7521
ind_11_ind_12,0.9584,0.7717,0.9811,0.9968,0.8594,0.8441,0.8731,0.9972,0.8991
ind_11_ind_13,0.8961,0.7559,0.9811,0.996,0.9326,0.7356,0.8723,0.9717,0.7716
ind_11_ind_14,0.9065,0.9134,0.9832,0.9952,0.8316,0.9254,0.8882,0.8105,0.7445
ind_11_ind_15,0.8727,0.9921,0.9832,0.9936,0.9794,0.922,0.8593,0.8643,0.6532
ind_11_ind_16,1.0,0.8583,0.9811,0.9952,0.817,0.9559,0.9275,0.5786,0.8024
ind_11_ind_17,0.9792,0.8661,0.9811,0.9976,0.9414,0.8949,0.9655,0.8784,0.8973
ind_11_ind_18,0.9065,0.7953,0.9811,0.9976,0.8839,0.8034,0.9053,0.9274,0.8605
ind_11_ind_19,0.9974,0.8189,0.9811,0.9992,0.9794,0.9695,0.9434,0.6899,0.9909
ind_11_ind_20,0.8961,0.9921,0.9811,0.9976,0.9929,0.8949,0.9973,0.8689,0.9042
ind_11_ind_21,0.9688,0.8976,0.8302,0.9984,0.8237,0.8407,0.5908,0.8607,0.8235
ind_11_ind_22,0.8701,0.8661,0.9811,0.9968,0.9378,0.9186,0.8806,0.8162,0.9355
ind_11_ind_23,0.9948,0.8189,0.9434,0.9984,0.9326,0.9458,0.819,0.6861,0.9841
ind_11_ind_24,0.9351,0.8504,0.9811,0.9992,0.7908,0.6881,0.638,0.9802,0.888
ind_11_ind_25,0.9091,0.7559,0.9811,0.9968,0.8633,0.7729,0.5713,0.6597,0.7891
ind_11_ind_26,0.8727,0.7244,0.6415,0.992,0.9675,0.9864,0.8252,0.9519,0.8166
ind_11_ind_27,0.9974,0.7717,0.9623,0.9952,0.9925,0.9763,0.9851,0.8607,0.8092
ind_11_ind_28,0.8675,0.8661,0.9245,0.992,0.9703,0.8542,0.9439,0.8954,0.6427
ind_11_ind_29,0.9974,0.7795,0.8868,0.9992,0.9822,0.9254,0.9354,0.9877,0.9941
ind_11_ind_30,0.7662,0.7717,0.9811,0.9936,0.8982,0.9831,0.9248,0.7766,0.7987
ind_11_ind_31,0.9351,0.8504,0.9623,0.996,0.9576,0.9593,0.9225,0.9293,0.8854
ind_11_ind_32,0.9584,0.8976,0.8302,0.9976,0.998,0.9763,0.8806,0.8294,0.9623
ind_11_ind_33,0.8987,0.8819,0.9832,0.992,0.8819,0.8475,0.7847,0.9764,0.5228
ind_11_ind_34,0.987,0.874,0.9434,0.9968,0.87,0.8305,0.9335,0.8784,0.8608
ind_11_ind_35,0.9714,0.9528,0.9811,0.9984,0.9774,0.9627,0.9103,0.8652,0.9619
ind_11_ind_36,0.8987,0.8189,0.9245,0.9944,0.8693,0.8441,0.8572,0.9708,0.6889
ind_11_ind_37,0.9506,0.9685,0.9811,0.9992,0.9683,0.9627,0.9469,0.7106,0.9895
ind_11_ind_38,0.9974,0.8583,1.0,0.9952,0.8146,0.9661,0.9062,0.5786,0.7553
ind_11_ind_39,0.7948,0.5827,0.9811,0.9952,0.9675,1.0,0.9575,0.7992,0.8362
ind_11_ind_40,0.813,0.5827,0.9623,0.9904,0.8395,0.9153,0.7882,0.9501,0.4457
ind_11_ind_41,0.4597,0.5512,0.8002,0.4688,0.2155,0.3492,0.2275,0.2144,0.685
ind_11_ind_42,0.9247,0.5591,0.7547,0.3778,0.2132,0.3119,0.224,0.2144,0.6914
ind_11_ind_43,0.6727,0.5748,0.8113,0.3778,0.2282,0.339,0.2247,0.2144,0.6714
ind_11_ind_44,0.774,0.9134,0.8491,0.6781,0.2151,0.3254,0.2231,0.2144,0.9897
ind_11_ind_45,0.5844,0.8819,0.6792,0.9313,0.2096,0.3085,0.2201,0.2144,0.7734
ind_11_ind_46,0.4208,0.5197,0.9245,0.4361,0.208,0.3186,0.2229,0.2144,0.7789
ind_11_ind_47,0.561,0.4331,0.8113,0.2276,0.2183,0.3085,0.2235,0.1488,0.5722
ind_11_ind_48,0.3013,0.6693,0.8113,0.5599,0.212,0.3525,0.2222,0.2381,0.9027
ind_11_ind_49,0.8182,0.7717,0.9057,0.5463,0.2171,0.3322,0.2242,0.2132,0.8453
ind_11_ind_50,0.6234,0.5827,0.8491,0.758,0.2258,0.2983,0.2203,0.1216,0.9041
ind_11_ind_51,0.7013,0.4882,0.8002,0.8906,0.2135,0.3186,0.2238,0.2268,0.8249
ind_11_ind_52,0.5039,0.6142,0.6226,0.6925,0.2072,0.3288,0.2252,0.2155,0.9678
ind_11_ind_53,0.7429,0.3386,0.9245,0.5503,0.2147,0.2644,0.221,0.1985,0.9221
ind_11_ind_54,0.6883,0.7087,0.6604,0.6869,0.2163,0.3356,0.2252,0.2641,0.962
ind_11_ind_55,0.5714,0.685,0.6415,0.4992,0.2112,0.3119,0.2203,0.2144,0.899
ind_11_ind_56,0.1896,0.7874,0.8113,0.7292,0.2183,0.3017,0.2229,0.2291,0.9619
ind_11_ind_57,0.774,0.5591,0.8491,0.3754,0.2143,0.3119,0.2219,0.2144,0.7578
ind_11_ind_58,0.3792,0.5118,0.7736,0.5982,0.21,0.3186,0.2233,0.2144,0.9123
ind_11_ind_59,0.5532,0.8425,0.7547,0.0072,0.2302,0.3085,0.2252,0.2144,0.2835
ind_11_ind_60,0.9818,0.6929,0.8002,0.8626,0.2227,0.3288,0.2256,0.2144,0.8633
ind_11_ind_61,0.5818,0.3701,0.8002,0.8898,0.1985,0.3153,0.2166,0.2144,0.7838
ind_11_ind_62,0.987,0.6063,0.7358,0.5591,0.2239,0.3424,0.227,0.2144,0.7954
ind_11_ind_63,0.5455,0.9134,0.8002,0.976,0.2135,0.3186,0.2224,0.2144,0.7433
ind_11_ind_64,0.9091,0.5354,0.6604,0.7492,0.2135,0.3186,0.2224,0.2144,0.9384
ind_11_ind_65,0.3221,0.4567,0.8002,0.9129,0.2187,0.3492,0.2187,0.2144,0.7803
ind_11_ind_66,0.5351,0.685,0.8679,0.3211,0.2235,0.3322,0.2249,0.2144,0.6102
ind_11_ind_67,0.8104,0.6772,0.9434,0.647,0.2044,0.2847,0.2197,0.2144,0.9788
ind_11_ind_68,0.7195,0.5197,0.6604,0.8171,0.2064,0.3051,0.2222,0.22,0.8789
ind_11_ind_69,0.7532,0.7087,0.8002,0.9944,0.1854,0.3119,0.2153,0.2076,0.7173
ind_11_ind_70,0.5974,0.7717,0.8491,0.5727,0.2183,0.3186,0.2215,0.2279,0.9275
ind_11_ind_71,0.8779,0.7559,0.8113,0.3626,0.2124,0.3017,0.221,0.2313,0.7757
ind_11_ind_72,0.9065,0.6929,0.7736,0.3754,0.2084,0.2949,0.2203,0.2494,0.8084
ind_11_ind_73,0.6338,0.8425,0.8679,0.7117,0.2215,0.3424,0.2236,0.2245,0.9884
ind_11_ind_74,0.8052,0.6063,0.8002,0.0495,0.2048,0.322,0.2196,0.2144,0.5929
ind_11_ind_75,0.3766,0.7244,0.9434,0.5503,0.2151,0.322,0.224,0.2144,0.8527
ind_11_ind_76,0.6545,0.4409,0.7358,0.4625,0.2151,0.2915,0.2226,0.2144,0.8082
ind_11_ind_77,0.4104,0.7559,0.9057,0.3043,0.1949,0.3119,0.2238,0.2144,0.6302
ind_11_ind_78,0.6208,0.7559,0.7736,0.528,0.2108,0.3424,0.2236,0.2144,0.8401
ind_11_ind_79,0.9403,0.8063,0.5472,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_80,0.9143,0.9409,0.7925,0.996,0.2361,0.878,0.3209,0.2279,0.7808
ind_11_ind_81,0.9922,0.9764,0.8679,0.996,0.1957,0.8407,0.2932,0.2675,0.7304
ind_11_ind_82,0.8156,0.9291,1.0,0.996,0.2036,0.7186,0.2755,0.3976,0.7276
ind_11_ind_83,0.8701,0.9606,0.8302,0.9944,0.2361,0.9492,0.3829,0.6126,0.7306
ind_11_ind_84,0.9065,0.8189,0.2642,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_85,0.9896,0.874,0.8679,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_86,0.9922,0.8819,0.5472,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_87,0.9065,0.9331,0.5472,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_88,0.7766,0.9764,0.8868,0.9944,0.2357,0.878,0.4536,0.3221,0.7362
ind_11_ind_89,0.9532,0.9016,0.434,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_90,0.7818,0.8858,1.0,0.9808,0.2964,0.8576,0.4996,0.3221,0.8982
ind_11_ind_91,0.9974,0.9685,0.6981,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_92,0.9169,0.9094,0.9245,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_93,0.9455,0.9449,0.5472,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_94,0.9922,0.9646,0.6604,0.9952,0.231,0.9424,0.3448,0.3128,0.7331
ind_11_ind_95,0.9429,0.9291,0.4151,0.9936,0.2294,0.7356,0.2971,0.1657,0.7201
ind_11_ind_96,0.9636,0.9134,0.1698,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_97,0.9948,0.9134,0.8679,0.9944,0.2393,0.8203,0.3179,0.1657,0.788
ind_11_ind_98,0.9766,0.911,0.6038,0.9952,0.2508,0.8814,0.3351,0.2336,0.7319
ind_11_ind_99,0.9299,0.9882,0.5849,0.9936,0.2373,0.8814,0.3378,0.2619,0.7217
ind_11_ind_100,0.9221,0.9724,0.8679,0.9944,0.2389,0.722,0.2971,0.2619,0.7238
ind_11_ind_101,0.9299,0.9646,0.7736,0.9976,0.2132,0.7831,0.305,0.4033,0.7403
ind_11_ind_102,0.9974,0.9843,0.8679,1.0,0.2559,0.9763,0.3669,0.3221,0.7742
ind_11_ind_103,0.9325,0.8268,0.717,0.996,0.2187,0.8102,0.3056,0.1827,0.7324
ind_11_ind_104,0.8935,0.9843,0.4906,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_105,0.9481,0.937,0.8491,0.9944,0.2627,0.9797,0.3979,0.4598,0.7318
ind_11_ind_106,0.9195,0.9134,0.3585,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_107,0.9584,0.8543,0.7358,0.9936,0.2666,0.9831,0.4245,0.4372,0.7252
ind_11_ind_108,0.9948,0.8937,0.5094,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_109,0.8727,0.8189,0.6981,0.996,0.2104,0.9288,0.3714,0.4316,0.7429
ind_11_ind_110,0.9896,0.874,0.283,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_111,0.8753,0.7795,0.7736,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_112,0.9299,0.9843,0.5472,0.9928,0.2369,0.9017,0.351,0.3221,0.7165
ind_11_ind_113,0.9455,0.815,0.8679,0.9992,0.2211,0.8814,0.3236,0.3071,0.7635
ind_11_ind_114,0.8545,0.6614,0.5094,0.9936,0.2603,0.9695,0.3714,0.3467,0.7231
ind_12_ind_13,0.9377,0.9843,0.9623,0.9928,0.792,0.8915,0.9991,0.9745,0.6707
ind_12_ind_14,0.9481,0.8583,0.9979,0.992,0.9723,0.9186,0.985,0.8077,0.6436
ind_12_ind_15,0.9143,0.7638,0.9979,0.9904,0.8387,0.922,0.9862,0.8614,0.5524
ind_12_ind_16,0.9584,0.6299,0.9623,0.9984,0.6763,0.8881,0.8006,0.5758,0.9032
ind_12_ind_17,0.9377,0.9055,0.9623,0.9992,0.918,0.9492,0.8386,0.8756,0.9981
ind_12_ind_18,0.9481,0.9764,0.9623,0.9944,0.9754,0.9593,0.9678,0.9246,0.7596
ind_12_ind_19,0.9558,0.9528,0.9623,0.996,0.8387,0.8136,0.8165,0.687,0.8901
ind_12_ind_20,0.9377,0.7795,0.9623,0.9944,0.8665,0.739,0.8758,0.8661,0.8034
ind_12_ind_21,0.9273,0.6693,0.8113,0.9984,0.683,0.6847,0.4639,0.8579,0.9243
ind_12_ind_22,0.9117,0.9055,0.9623,0.9936,0.7971,0.7627,0.7537,0.8133,0.8347
ind_12_ind_23,0.9532,0.9528,0.9623,0.9952,0.792,0.7898,0.6921,0.6833,0.915
ind_12_ind_24,0.9766,0.9213,0.9623,0.996,0.6502,0.5322,0.5111,0.9774,0.9889
ind_12_ind_25,0.8675,0.5276,1.0,1.0,0.7227,0.6169,0.4444,0.6568,0.8899
ind_12_ind_26,0.9143,0.9528,0.6604,0.9888,0.8269,0.8305,0.6983,0.9548,0.7157
ind_12_ind_27,0.961,1.0,0.9811,0.9984,0.8518,0.8678,0.8583,0.8579,0.9101
ind_12_ind_28,0.9091,0.9055,0.9434,0.9888,0.8891,0.9898,0.9292,0.8925,0.5418
ind_12_ind_29,0.961,0.9921,0.9057,0.996,0.8415,0.7695,0.8086,0.9906,0.8932
ind_12_ind_30,0.8078,1.0,0.9623,0.9904,0.7575,0.861,0.7979,0.7738,0.6978
ind_12_ind_31,0.9766,0.9213,0.9811,0.9928,0.817,0.8034,0.7956,0.9265,0.7846
ind_12_ind_32,1.0,0.874,0.8113,0.9944,0.8613,0.8203,0.7537,0.8265,0.8614
ind_12_ind_33,0.9403,0.8898,0.9979,0.9888,0.9774,0.9966,0.9115,0.9736,0.4219
ind_12_ind_34,0.9455,0.8976,0.9623,1.0,0.7294,0.9864,0.8066,0.8812,0.9617
ind_12_ind_35,0.9299,0.8189,0.9623,0.9984,0.8368,0.8814,0.9628,0.8624,0.9372
ind_12_ind_36,0.9403,0.9528,0.9434,0.9912,0.9901,1.0,0.9841,0.9679,0.5881
ind_12_ind_37,0.9922,0.7402,0.9623,0.996,0.8277,0.8068,0.8201,0.7077,0.8887
ind_12_ind_38,0.9558,0.9134,0.9811,0.992,0.9552,0.8102,0.9669,0.5758,0.6544
ind_12_ind_39,0.8364,0.811,0.9623,0.992,0.8269,0.8441,0.8307,0.7964,0.7354
ind_12_ind_40,0.8545,0.811,0.9811,0.9872,0.9802,0.9288,0.9151,0.9529,0.3448
ind_12_ind_41,0.5013,0.7795,0.8191,0.4657,0.0749,0.1932,0.1007,0.2116,0.5841
ind_12_ind_42,0.9662,0.7874,0.7736,0.3746,0.0725,0.1559,0.0971,0.2116,0.5906
ind_12_ind_43,0.7143,0.8031,0.8302,0.3746,0.0876,0.1831,0.0978,0.2116,0.5705
ind_12_ind_44,0.8156,0.8583,0.8679,0.6749,0.0745,0.1695,0.0962,0.2116,0.8889
ind_12_ind_45,0.626,0.6535,0.6981,0.9281,0.0689,0.1525,0.0932,0.2116,0.8743
ind_12_ind_46,0.4623,0.748,0.9434,0.4329,0.0674,0.1627,0.0961,0.2116,0.678
ind_12_ind_47,0.6026,0.6614,0.8302,0.2244,0.0777,0.1525,0.0966,0.1459,0.4713
ind_12_ind_48,0.3429,0.8976,0.8302,0.5567,0.0713,0.1966,0.0954,0.2353,0.8019
ind_12_ind_49,0.8597,1.0,0.9245,0.5431,0.0765,0.1763,0.0973,0.2104,0.7445
ind_12_ind_50,0.6649,0.811,0.8679,0.7548,0.0852,0.1424,0.0934,0.1188,0.9951
ind_12_ind_51,0.7429,0.7165,0.8191,0.8874,0.0729,0.1627,0.097,0.224,0.9257
ind_12_ind_52,0.5455,0.8425,0.6415,0.6893,0.0666,0.1729,0.0984,0.2127,0.867
ind_12_ind_53,0.7844,0.5669,0.9434,0.5471,0.0741,0.1085,0.0941,0.1957,0.8212
ind_12_ind_54,0.7299,0.937,0.6792,0.6837,0.0757,0.1797,0.0984,0.2613,0.8611
ind_12_ind_55,0.613,0.9134,0.6604,0.496,0.0705,0.1559,0.0934,0.2116,0.7982
ind_12_ind_56,0.2312,0.9843,0.8302,0.726,0.0777,0.1458,0.0961,0.2262,0.9373
ind_12_ind_57,0.8156,0.7874,0.8679,0.3722,0.0737,0.1559,0.095,0.2116,0.657
ind_12_ind_58,0.4208,0.7402,0.7925,0.595,0.0693,0.1627,0.0964,0.2116,0.8114
ind_12_ind_59,0.5948,0.9291,0.7736,0.004,0.0895,0.1525,0.0984,0.2116,0.1827
ind_12_ind_60,0.9403,0.9213,0.8191,0.8594,0.082,0.1729,0.0987,0.2116,0.9642
ind_12_ind_61,0.6234,0.5984,0.8191,0.8866,0.0578,0.1593,0.0897,0.2116,0.8846
ind_12_ind_62,0.9714,0.8346,0.7547,0.5559,0.0832,0.1864,0.1001,0.2116,0.6946
ind_12_ind_63,0.587,0.8583,0.8191,0.9728,0.0729,0.1627,0.0955,0.2116,0.8441
ind_12_ind_64,0.9506,0.7638,0.6792,0.746,0.0729,0.1627,0.0955,0.2116,0.9607
ind_12_ind_65,0.3636,0.685,0.8191,0.9097,0.0781,0.1932,0.0918,0.2116,0.8811
ind_12_ind_66,0.5766,0.4567,0.8868,0.3179,0.0828,0.1763,0.098,0.2116,0.5094
ind_12_ind_67,0.7688,0.9055,0.9623,0.6438,0.0638,0.1288,0.0929,0.2116,0.9204
ind_12_ind_68,0.761,0.748,0.6792,0.8139,0.0658,0.1492,0.0954,0.2172,0.9798
ind_12_ind_69,0.7948,0.937,0.8191,0.9976,0.0448,0.1559,0.0885,0.2048,0.8181
ind_12_ind_70,0.639,1.0,0.8679,0.5695,0.0777,0.1627,0.0947,0.2251,0.8267
ind_12_ind_71,0.9195,0.9843,0.8302,0.3594,0.0717,0.1458,0.0941,0.2285,0.6748
ind_12_ind_72,0.9481,0.9213,0.7925,0.3722,0.0677,0.139,0.0934,0.2466,0.7076
ind_12_ind_73,0.6753,0.9291,0.8868,0.7085,0.0808,0.1864,0.0968,0.2217,0.9107
ind_12_ind_74,0.8468,0.8346,0.8191,0.0463,0.0642,0.1661,0.0927,0.2116,0.492
ind_12_ind_75,0.4182,0.9528,0.9623,0.5471,0.0745,0.1661,0.0971,0.2116,0.7519
ind_12_ind_76,0.6961,0.6693,0.7547,0.4593,0.0745,0.1356,0.0957,0.2116,0.7074
ind_12_ind_77,0.4519,0.9843,0.9245,0.3011,0.0543,0.1559,0.097,0.2116,0.5293
ind_12_ind_78,0.6623,0.9843,0.7925,0.5248,0.0701,0.1864,0.0968,0.2116,0.7393
ind_12_ind_79,0.8987,0.578,0.566,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_80,0.9558,0.7126,0.8113,0.9928,0.0955,0.722,0.1941,0.2251,0.8816
ind_12_ind_81,0.9506,0.7953,0.8868,0.9992,0.0551,0.6847,0.1663,0.2647,0.8313
ind_12_ind_82,0.8571,0.8425,0.9811,0.9992,0.063,0.5627,0.1486,0.3948,0.8285
ind_12_ind_83,0.9117,0.7323,0.8491,0.9976,0.0955,0.7932,0.256,0.6097,0.8314
ind_12_ind_84,0.8649,0.5906,0.283,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_85,0.9688,0.6457,0.8868,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_86,0.9506,0.6535,0.566,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_87,0.9481,0.8386,0.566,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_88,0.8182,0.7953,0.9057,0.9976,0.0951,0.9661,0.3268,0.3192,0.837
ind_12_ind_89,0.9117,0.6732,0.4528,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_90,0.8234,0.8858,0.9811,0.9776,0.1557,0.9864,0.3728,0.3192,0.7974
ind_12_ind_91,0.9558,0.8031,0.717,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_92,0.8753,0.6811,0.9434,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_93,0.987,0.8268,0.566,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_94,0.9662,0.7362,0.6792,0.9984,0.0903,0.7864,0.218,0.31,0.834
ind_12_ind_95,0.9844,0.7008,0.434,0.9968,0.0887,0.5797,0.1702,0.1629,0.821
ind_12_ind_96,0.9221,0.685,0.1887,0.996,0.0963,0.7458,0.2242,0.3192,0.8173
ind_12_ind_97,0.9636,0.685,0.8868,0.9912,0.0987,0.6644,0.1911,0.1629,0.8889
ind_12_ind_98,0.9818,0.6827,0.6226,0.9984,0.1101,0.7254,0.2082,0.2308,0.8328
ind_12_ind_99,0.9714,0.7835,0.6038,0.9968,0.0967,0.7254,0.2109,0.259,0.8226
