pair,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
DK78371A_Lo1026,0.8902,0.7562,0.7161,0.8287,0.8757,0.9223,0.9896,0.8696
DK78371A_Lo1035,0.8438,0.7499,0.8311,0.9113,0.9227,0.9481,0.9668,0.8398
DK78371A_Lo1038,0.6826,0.4224,0.6462,0.8433,0.761,0.9687,0.9281,0.9249
DK78371A_Lo1056,0.9015,0.7486,0.7343,0.7897,0.7745,0.8881,0.9779,0.7754
DK78371A_Lo1063,0.9442,0.7692,0.7352,0.7457,0.9116,0.5933,0.6767,0.9477
DK78371A_Lo1087,0.6078,0.5057,0.8565,0.7156,0.7753,0.8719,0.9731,0.8359
DK78371A_Lo1094,0.8824,0.7428,0.6786,0.9974,0.9124,0.7734,0.8454,0.9674
DK78371A_Lo1095,0.7688,0.6966,0.8653,0.9766,0.9428,0.7992,0.9708,0.979
DK78371A_Lo1101,0.8699,0.7825,0.8306,0.766,0.6791,0.8645,0.9928,0.9406
DK78371A_Lo1106,0.8173,0.76,0.8669,0.9787,0.9696,0.916,0.9923,0.8062
DK78371A_Lo1123,0.9848,0.9883,0.9008,0.8234,0.7113,0.7933,0.8284,0.9643
DK78371A_Lo1124,0.9471,0.9752,0.9514,0.9985,0.9736,0.8903,0.9738,0.8693
DK78371A_Lo1172,0.8529,0.8161,0.8565,0.9854,0.8586,0.9434,0.9446,0.9863
DK78371A_Lo1180,0.9733,0.9657,0.7777,0.7534,0.7359,0.7739,0.687,0.8479
DK78371A_Lo1187,0.9804,0.8578,0.7347,0.8565,0.8496,0.7318,0.7955,0.8848
DK78371A_Lo1199,0.8323,0.6852,0.7074,0.977,0.9154,0.9648,0.9765,0.8047
DK78371A_Lo1203,0.7425,0.5514,0.6713,0.9561,0.9428,0.9511,0.8472,0.8086
DK78371A_Lo1223,0.7212,0.6883,0.8883,0.9774,0.9013,0.9774,0.9796,0.9458
DK78371A_Lo1242,0.9164,0.8845,0.927,0.8731,0.8387,0.8859,0.9886,0.8563
DK78371A_Lo1251,0.6891,0.6222,0.9128,0.8752,0.8684,0.9679,0.8583,0.7813
DK78371A_Lo1253,0.6693,0.6698,0.8918,0.9834,0.9985,0.752,0.7881,0.5399
DK78371A_Lo1261,0.7267,0.6396,0.8127,0.9904,0.9564,0.9288,0.95,0.7835
DK78371A_Lo1266,0.7209,0.7197,0.9299,0.9589,0.94,0.961,0.9791,0.9962
DK78371A_Lo1270,0.814,0.7267,0.8148,0.8944,0.8952,0.9367,0.9666,0.9621
DK78371A_Lo1273,0.8946,0.9259,0.9966,0.9509,0.8654,0.6747,0.6535,0.9525
DK78371A_Lo1274,0.9996,0.9959,0.9482,0.9043,0.8916,0.9565,0.8546,0.8092
DK78371A_Lo1280,0.9848,0.9886,0.7912,0.8972,0.9332,0.8788,0.9347,0.9694
DK78371A_Lo1282,0.7747,0.8015,0.9905,0.9795,0.9377,0.9676,0.931,0.8686
DK78371A_Lo1284,0.9328,0.9819,0.9923,0.8361,0.9392,0.8661,0.7895,0.7561
DK78371A_Lo1288,0.6715,0.6827,0.9692,0.829,0.9291,0.8627,0.7678,0.8641
DK78371A_Lo1290,0.895,0.8824,0.9355,0.9975,0.9979,0.84,0.8757,0.8846
DK78371A_Lo1301,0.7024,0.5096,0.6599,0.9193,0.8073,0.7727,0.836,0.9929
DK78371A_Lo904,0.7969,0.6678,0.7745,0.9137,0.9012,0.9382,0.9964,0.8268
DK78371A_Lp5,0.9522,0.9523,0.7685,0.6606,0.6568,0.7356,0.8525,0.9247
DK78371A_ML606,0.9693,0.9134,0.8083,0.6813,0.7862,0.7708,0.6756,0.9255
DK78371A_MS153,0.7129,0.7592,0.8794,0.6513,0.7875,0.8006,0.8369,0.8294
DK78371A_MS71,0.7482,0.8808,0.6456,0.8216,0.9124,0.6564,0.6719,0.8682
DK78371A_Mo15W,0.8475,0.9161,0.8904,0.8775,0.7464,0.8125,0.7497,0.8353
DK78371A_Mo17,0.9335,0.9291,0.9913,0.9565,0.8648,0.869,0.8806,0.7813
DK78371A_N16,0.8113,0.8794,0.4288,0.8225,0.8219,0.9683,0.9497,0.6951
DK78371A_N192,0.8925,0.9478,0.7959,0.6303,0.6584,0.638,0.6184,0.7841
DK78371A_N22,0.7947,0.9705,0.6082,0.9903,0.8897,0.6912,0.6117,0.9682
DK78371A_N25,0.6505,0.7402,0.8072,0.9669,0.8783,0.835,0.8945,0.9659
DK78371A_N6,0.7199,0.8415,0.7125,0.761,0.8846,0.6821,0.5539,0.9205
DK78371A_NC290,0.9857,0.9026,0.8687,0.9702,0.9221,0.8945,0.979,0.8755
DK78371A_NC358,0.9088,0.6756,0.4663,0.8744,0.7712,0.9342,0.8329,0.9024
DK78371A_NDB8,0.5956,0.6555,0.7655,0.6007,0.6007,0.606,0.5843,0.9165
DK78371A_NK764,0.8196,0.943,0.6671,0.6125,0.683,0.551,0.5113,0.7226
DK78371A_NK807,0.8385,0.9101,0.7882,0.5861,0.5856,0.7777,0.7923,0.9315
DK78371A_NQ508,0.9404,0.8858,0.8359,0.8474,0.8678,0.8375,0.9113,0.7648
DK78371A_NS701,0.9352,0.9251,0.9207,0.9124,0.8586,0.8373,0.9074,0.8646
DK78371A_Oh02,0.9711,0.9993,0.849,0.7939,0.8122,0.9328,0.9801,0.547
DK78371A_Oh33,0.7117,0.8631,0.5632,0.79,0.8664,0.8325,0.7552,0.9405
DK78371A_Oh40B,0.8079,0.8918,0.8178,0.8585,0.9733,0.856,0.9497,0.9882
DK78371A_Oh43,0.9417,0.932,0.7587,0.7081,0.8367,0.8013,0.8286,0.9569
DK78371A_Os426,0.7437,0.8097,0.7752,0.9427,0.9026,0.9637,0.9654,0.5531
DK78371A_P465P,0.8682,0.924,0.6159,0.799,0.9292,0.8587,0.8418,0.9572
DK78371A_PB116,0.6592,0.8139,0.5406,0.8467,0.7901,0.7923,0.8329,0.8958
DK78371A_PB98TR,0.7909,0.8873,0.7218,0.9547,0.8691,0.9722,0.9461,0.6206
DK78371A_PH207,0.9274,0.9577,0.821,0.4467,0.5236,0.6804,0.669,0.8751
DK78371A_PHB09,0.9252,0.9326,0.9412,0.8309,0.8315,0.7955,0.7064,0.917
DK78371A_PHG35,0.7467,0.7172,0.8627,0.888,0.9985,0.9933,0.8543,0.872
DK78371A_PHG39,0.8903,0.8769,0.9158,0.9915,0.9403,0.9936,0.9509,0.9329
DK78371A_PHG47,0.9187,0.9555,0.6672,0.642,0.6472,0.6531,0.678,0.719
DK78371A_PHG50,0.9932,0.9379,0.7258,0.6073,0.6696,0.7139,0.6644,0.9208
DK78371A_PHG71,0.9278,0.9191,0.8645,0.6123,0.6387,0.6375,0.5438,0.9414
DK78371A_PHG80,0.9292,0.9156,0.9179,0.897,0.8536,0.6831,0.5751,0.9236
DK78371A_PHG83,0.9156,0.9248,0.9165,0.8404,0.8731,0.8278,0.7328,0.8827
DK78371A_PHG84,0.9095,0.8505,0.8495,0.8633,0.8922,0.9392,0.9076,0.9864
DK78371A_PHG86,0.9219,0.8233,0.7362,0.9455,0.8152,0.8955,0.9065,0.8579
DK78371A_PHH93,0.8467,0.9289,0.7284,0.5894,0.6168,0.6549,0.5852,0.9382
DK78371A_PHJ40,0.828,0.9132,0.7385,0.5967,0.5704,0.6883,0.6292,0.9395
DK78371A_PHK29,0.7928,0.696,0.7866,0.9129,0.9868,0.8423,0.831,0.8916
DK78371A_PHK76,0.9322,0.9193,0.8893,0.8851,0.7692,0.9516,0.9782,0.9493
DK78371A_PHR36,0.989,0.858,0.6935,0.814,0.8514,0.7895,0.6171,0.8934
DK78371A_PHT77,0.9792,0.8956,0.7197,0.8474,0.8847,0.8253,0.8205,0.9868
DK78371A_PHV63,0.9199,0.742,0.6338,0.991,0.9906,0.6619,0.6711,0.9677
DK78371A_PHW65,0.7917,0.7566,0.8656,0.9225,0.9752,0.7683,0.7378,0.9156
DK78371A_PHZ51,0.8764,0.7865,0.7737,0.9561,0.9819,0.8136,0.8662,0.6779
DK78371A_Pa36,0.3922,0.6106,0.321,0.449,0.5479,0.5809,0.5454,0.9236
DK78371A_Pa405,0.656,0.8488,0.5073,0.7277,0.8696,0.7466,0.7505,0.9869
DK78371A_Pa91,0.9935,0.9252,0.9149,0.8498,0.8147,0.8945,0.8614,0.8498
DK78371A_SC-Malawi,0.9611,0.9698,0.9641,0.7052,0.626,0.8691,0.8609,0.6353
DK78371A_SGI061,0.8715,0.8615,0.8889,0.8362,0.7541,0.975,0.9088,0.8109
DK78371A_UH250,0.8027,0.8735,0.7028,0.4467,0.4542,0.6235,0.5855,0.8768
DK78371A_UH304,0.9388,0.9903,0.777,0.4999,0.493,0.6257,0.6641,0.8671
DK78371A_UH_2500,0.5704,0.7701,0.4535,0.6302,0.7228,0.6696,0.69,0.8661
DK78371A_UH_6102,0.8425,0.9258,0.731,0.5118,0.5332,0.7423,0.6702,0.8719
DK78371A_UH_6179,0.8549,0.9102,0.7572,0.4828,0.5462,0.8455,0.9552,0.976
DK78371A_UH_P024,0.9615,0.9793,0.8701,0.4672,0.5057,0.796,0.9204,0.8336
DK78371A_UH_P060,0.7814,0.8444,0.7228,0.493,0.5622,0.6597,0.6412,0.8228
DK78371A_UH_P064,0.9027,0.8716,0.9032,0.592,0.5546,0.8111,0.9974,0.9716
DK78371A_UH_P074,0.8666,0.8581,0.8473,0.4432,0.4913,0.6969,0.671,0.9692
DK78371A_UH_P087,0.7192,0.7678,0.8326,0.4624,0.5062,0.7415,0.695,0.9959
DK78371A_UH_P089,0.9028,0.9878,0.7189,0.6399,0.7467,0.6593,0.7924,0.8381
DK78371A_UH_P104,0.7866,0.8319,0.7046,0.3401,0.374,0.6441,0.6469,0.8566
DK78371A_UH_P115,0.873,0.9897,0.596,0.5744,0.6082,0.8063,0.8635,0.9579
DK78371A_UH_P128,0.8991,0.9043,0.8443,0.5564,0.6464,0.7087,0.7175,0.9948
DK78371A_UH_P148,0.9248,0.8971,0.9314,0.4944,0.516,0.6395,0.7232,0.7348
DK78371A_UH_S018,0.9757,0.8587,0.607,0.807,0.942,0.8474,0.7572,0.8848
DK78371A_UH_S020,0.9819,0.9687,0.789,0.929,0.9234,0.9448,0.9912,0.7158
DK78371A_UH_S025,0.8723,0.9734,0.6309,0.6074,0.6447,0.7396,0.7231,0.8966
DK78371A_Va26,0.9277,0.9585,0.7806,0.7664,0.8712,0.9125,0.9551,0.8267
DK78371A_W117,0.6975,0.7534,0.7197,0.4076,0.622,0.4602,0.4942,0.715
DK78371A_W153R,0.7853,0.79,0.894,0.4864,0.6558,0.7791,0.6474,0.9503
DK78371A_W182E,0.6629,0.6957,0.8321,0.3828,0.439,0.5893,0.5171,0.7924
DK78371A_W23,0.6055,0.8543,0.4156,0.7361,0.8358,0.9725,0.9373,0.8528
DK78371A_W602S,0.7774,0.954,0.4946,0.6854,0.9061,0.7308,0.7016,0.9914
DK78371A_W604S,0.844,0.8987,0.8329,0.9219,0.8875,0.8182,0.9312,0.9355
DK78371A_W64A,0.8244,0.9433,0.7611,0.6831,0.7378,0.6193,0.6796,0.8362
DK78371A_W9,0.5806,0.8433,0.3522,0.4936,0.6516,0.654,0.5932,0.8081
DK78371A_W95115,0.6837,0.7481,0.743,0.657,0.7815,0.6216,0.5313,0.7725
DK78371A_Wf9,0.8034,0.8937,0.8063,0.7936,0.9343,0.8431,0.8834,0.9764
DKFAPW_DKFBHJ,0.9676,0.8197,0.8223,0.9338,0.9752,0.8705,0.8798,0.9103
DKFAPW_DKIBO2,0.917,0.7976,0.8094,0.7576,0.7456,0.8649,0.8544,0.9065
DKFAPW_DKMBST,0.8467,0.9206,0.8238,0.6394,0.7642,0.8213,0.7248,0.9593
DKFAPW_EA1027,0.7075,0.582,0.726,0.6542,0.7368,0.9636,0.9352,0.7409
DKFAPW_EA1163,0.6603,0.6793,0.8688,0.7527,0.8559,0.7503,0.7198,0.9521
DKFAPW_EA3076,0.9348,0.9297,0.9582,0.7738,0.7462,0.8372,0.5969,0.724
DKFAPW_EC136,0.8657,0.7682,0.8135,0.7632,0.7659,0.979,0.9925,0.7091
DKFAPW_EC140,0.9203,0.8759,0.9113,0.9542,0.9219,0.9899,0.9024,0.8553
DKFAPW_EC151,0.9336,0.9862,0.8349,0.8317,0.8777,0.7818,0.7883,0.9198
DKFAPW_EC169,0.9217,0.9136,0.8925,0.928,0.8017,0.7461,0.6982,0.8534
DKFAPW_EC175,0.8599,0.8031,0.9751,0.9543,0.975,0.7887,0.6346,0.9636
DKFAPW_EC232,0.9063,0.7769,0.7957,0.9667,0.9273,0.9496,0.9513,0.9012
DKFAPW_EC242C,0.9446,0.9999,0.9641,0.7301,0.6758,0.9871,0.9087,0.765
DKFAPW_EC334,0.9362,1.0,0.9189,0.8524,0.8435,0.8281,0.8633,0.7976
DKFAPW_EP10,0.6878,0.6483,0.9678,0.9559,0.9394,0.8718,0.9361,0.866
DKFAPW_EP2008-18,0.978,0.9028,0.7188,0.9363,0.94,0.8115,0.7991,0.9059
DKFAPW_EP2008-22,0.9517,0.817,0.6836,0.9721,0.9565,0.9107,0.8793,0.6938
DKFAPW_EP29,0.8651,0.931,0.9056,0.9828,0.9458,0.9393,0.9772,0.9411
DKFAPW_EP51,0.8222,0.7713,0.8155,0.845,0.9538,0.6859,0.6668,0.6565
DKFAPW_EP52,0.964,0.91,0.7332,0.7163,0.8502,0.8897,0.8844,0.8638
DKFAPW_EP55,0.8198,0.8657,0.8525,0.8813,0.9332,0.9501,0.7727,0.7692
DKFAPW_EP67,0.8008,0.8371,0.9065,0.8517,0.8744,0.6693,0.7257,0.9718
DKFAPW_EP72,0.688,0.8987,0.5414,0.7882,0.7515,0.9146,0.8824,0.9234
DKFAPW_EP77,0.7346,0.8238,0.7379,0.8649,0.8164,0.6869,0.7532,0.9896
DKFAPW_EZ11A,0.8282,0.931,0.7514,0.638,0.796,0.5357,0.5253,0.655
DKFAPW_EZ18,0.9317,0.949,0.9294,0.3842,0.4634,0.6264,0.4413,0.6053
DKFAPW_EZ31,0.9519,0.9683,0.8011,0.7239,0.7335,0.8119,0.7357,0.8236
DKFAPW_EZ35,0.906,0.9255,0.9444,0.8807,0.8457,0.8691,0.7354,0.8442
DKFAPW_EZ36,0.8536,0.8624,0.964,0.7137,0.8842,0.8909,0.8975,0.7301
DKFAPW_EZ37,0.9471,0.9713,0.8488,0.7762,0.8678,0.9128,0.9711,0.8937
DKFAPW_EZ38,0.8577,0.9172,0.8397,0.564,0.6787,0.7242,0.6563,0.704
DKFAPW_EZ40,0.8837,0.8851,0.988,0.7766,0.9256,0.9944,0.998,0.9108
DKFAPW_EZ42,0.8822,0.9055,0.9829,0.7218,0.8088,0.8113,0.7573,0.8672
DKFAPW_EZ47,0.9501,0.9084,0.9473,0.9809,0.9598,0.957,0.973,0.8751
DKFAPW_EZ48,0.8475,0.9115,0.871,0.5396,0.5435,0.5724,0.5222,0.6975
DKFAPW_F04401,0.852,0.9836,0.8432,0.9265,0.9597,0.7538,0.5815,0.8709
DKFAPW_F04402,0.824,0.9413,0.5659,0.9762,0.8893,0.7205,0.616,0.9513
DKFAPW_F04701,0.8812,0.9757,0.7484,0.7143,0.7586,0.7757,0.6834,0.8139
DKFAPW_F04702,0.9993,0.8666,0.7648,0.8972,0.9428,0.9393,0.8127,0.9488
DKFAPW_F05101,0.7921,0.9176,0.7749,0.9035,0.9414,0.9241,0.8394,0.9399
DKFAPW_F05404,0.712,0.8135,0.9139,0.8253,0.9589,0.9754,0.9173,0.9203
DKFAPW_F1808,0.9032,0.9256,0.7441,0.8309,0.9583,0.7949,0.8158,0.8745
DKFAPW_F1890,0.7763,0.9253,0.7993,0.8444,0.9712,0.9123,0.8505,0.7329
DKFAPW_F218,0.8274,0.7047,0.8018,0.7292,0.6258,0.9299,0.8925,0.7676
DKFAPW_F252,0.6008,0.5971,0.8517,0.7305,0.6817,0.9787,0.9734,0.9765
DKFAPW_F353,0.9829,0.8964,0.8474,0.817,0.7382,0.9098,0.8023,0.9798
DKFAPW_F354,0.9003,0.9267,0.7995,0.8884,0.8749,0.7827,0.8977,0.8739
DKFAPW_F608,0.9548,0.8745,0.8207,0.8561,0.9444,0.6899,0.5287,0.9479
DKFAPW_F618,0.8788,0.9965,0.778,0.8875,0.9843,0.9231,0.9091,0.9153
DKFAPW_F7001,0.9548,0.9739,0.8859,0.7756,0.9023,0.6657,0.6367,0.5383
DKFAPW_F7019,0.9276,0.8314,0.8788,0.8934,0.7932,0.9781,0.9586,0.8351
DKFAPW_F7025,0.9823,0.9232,0.9226,0.9458,0.9877,0.88,0.6978,0.9083
DKFAPW_F7028,0.998,0.9003,0.7779,0.8633,0.9504,0.9684,0.9702,0.9818
DKFAPW_F7057,0.9938,0.9877,0.9425,0.9881,0.9262,0.9051,0.9971,0.9415
DKFAPW_F7058,0.9434,0.8998,0.9793,0.9728,0.9569,0.9304,0.9791,0.8717
DKFAPW_F7081,0.9687,0.9271,0.9844,0.8003,0.9057,0.8568,0.6478,0.6484
DKFAPW_F7082,0.8676,0.8461,0.9819,0.9048,0.9776,0.9101,0.9607,0.847
DKFAPW_F712,0.9188,0.8881,0.8887,0.7104,0.7491,0.5093,0.3892,0.537
DKFAPW_F748,0.9341,0.9657,0.9433,0.7674,0.8685,0.8336,0.7449,0.8308
DKFAPW_F752,0.9091,0.923,0.954,0.5822,0.6008,0.9812,0.9256,0.8106
DKFAPW_F838,0.9042,0.8696,0.9006,0.569,0.7688,0.9499,0.8361,0.8776
DKFAPW_F874,0.8291,0.7496,0.8551,0.649,0.6696,0.8039,0.7907,0.905
DKFAPW_F888,0.9195,0.9081,0.9817,0.9534,0.8714,0.9108,0.7192,0.933
DKFAPW_F894,0.8649,0.9228,0.8789,0.6816,0.7917,0.7543,0.7405,0.8608
DKFAPW_F908,0.8541,0.8102,0.946,0.8489,0.873,0.8567,0.8022,0.8859
DKFAPW_F912,0.8877,0.9471,0.9718,0.9108,0.9563,0.967,0.9192,0.8686
DKFAPW_F918,0.8819,0.9381,0.6485,0.8408,0.8612,0.8087,0.6924,0.7413
DKFAPW_F922,0.9705,0.9928,0.9484,0.9338,0.9001,0.7115,0.5531,0.835
DKFAPW_F924,0.7819,0.8081,0.9624,0.8458,0.9746,0.8728,0.8065,0.939
DKFAPW_F98902,0.8812,0.9571,0.8983,0.8996,0.9282,0.5577,0.502,0.6944
DKFAPW_FP1,0.9562,0.9744,0.9171,0.9106,0.9991,0.8312,0.7631,0.7698
DKFAPW_FR19,0.7877,0.7411,0.9842,0.91,0.8785,0.9266,0.7863,0.9234
DKFAPW_FR697,0.8235,0.9712,0.6021,0.7113,0.7855,0.8516,0.7849,0.9144
DKFAPW_H99,0.9435,0.8989,0.9068,0.8889,0.8417,0.8353,0.7998,0.5255
DKFAPW_HMV5301,0.7592,0.9455,0.4633,0.9923,0.9065,0.6512,0.6445,0.9151
DKFAPW_HMV5325,0.7936,0.8841,0.9234,0.8905,0.9276,0.4807,0.3986,0.7037
DKFAPW_HMV5343,0.9161,0.9645,0.7389,0.9844,0.8651,0.9424,0.9652,0.9867
DKFAPW_HMV5347,0.9762,0.8322,0.6475,0.9761,0.8498,0.9916,0.9573,0.9869
DKFAPW_HMV5405,0.7975,0.9945,0.6445,0.8913,0.9302,0.8463,0.8089,0.9375
DKFAPW_HMV5409,0.9032,0.9037,0.58,0.9058,0.9467,0.8569,0.9315,0.8808
DKFAPW_HMV5422,0.625,0.6385,0.9886,0.6923,0.9211,0.3307,0.3332,0.617
DKFAPW_HMV5502,0.7915,0.8766,0.8716,0.6403,0.7564,0.7644,0.7314,0.5812
DKFAPW_I198,0.996,0.8993,0.8369,0.5034,0.4744,0.9792,0.7752,0.8163
DKFAPW_I233,0.8439,0.8061,0.9551,0.3784,0.414,0.7258,0.605,0.7517
DKFAPW_I238,0.9653,0.8218,0.7976,0.6463,0.7577,0.7124,0.6668,0.8028
DKFAPW_I242,0.935,0.9067,0.9819,0.6485,0.6947,0.7916,0.7885,0.6117
DKFAPW_I261,0.9498,0.9907,0.9962,0.6426,0.6789,0.9442,0.9764,0.7939
DKFAPW_I267,0.9658,0.9504,0.9639,0.4344,0.4405,0.7946,0.8219,0.4745
DKFAPW_IDT,0.9762,0.8208,0.6814,0.7682,0.7439,0.965,0.8502,0.8321
DKFAPW_LAN496,0.8271,0.8898,0.8696,0.7223,0.6874,0.9812,0.8871,0.7873
DKFAPW_LH123Ht,0.9012,0.9166,0.9335,0.5187,0.653,0.7327,0.6375,0.7479
DKFAPW_LH145,0.9989,0.95,0.9945,0.9711,0.9728,0.9341,0.8559,0.9184
DKFAPW_LH38,0.9305,0.9466,0.7968,0.9248,0.9574,0.887,0.8245,0.7504
DKFAPW_LH39,0.9589,0.9889,0.9475,0.9199,0.8926,0.8549,0.9842,0.7748
DKFAPW_LH59,0.9094,0.9629,0.8225,0.722,0.7532,0.9199,0.7924,0.9869
DKFAPW_LH60,0.7226,0.7612,0.8316,0.6074,0.7276,0.9105,0.5823,0.9464
DKFAPW_LH65,0.7943,0.8941,0.7537,0.6094,0.6763,0.785,0.4863,0.8021
DKFAPW_LH74,0.9568,0.9781,0.9489,0.8006,0.9734,0.9489,0.8899,0.959
DKFAPW_LH82,0.8723,0.7906,0.8464,0.9231,0.8517,0.9254,0.9027,0.8646
DKFAPW_LH93,0.6955,0.6183,0.9472,0.6533,0.7359,0.9691,0.8638,0.8693
DKFAPW_Lo1016,0.6945,0.7135,0.9129,0.5927,0.7139,0.6159,0.4851,0.617
DKFAPW_Lo1026,0.7405,0.7519,0.9513,0.8171,0.8761,0.7886,0.6291,0.8296
DKFAPW_Lo1035,0.694,0.7455,0.8364,0.5571,0.6745,0.7628,0.6064,0.7998
DKFAPW_Lo1038,0.5329,0.418,0.9788,0.4891,0.5128,0.7422,0.7114,0.8849
DKFAPW_Lo1056,0.7518,0.7443,0.9331,0.4355,0.5263,0.8229,0.6616,0.7354
DKFAPW_Lo1063,0.7945,0.7648,0.9322,0.3915,0.6634,0.8823,0.9629,0.9078
DKFAPW_Lo1087,0.4581,0.5014,0.8109,0.3613,0.5271,0.839,0.6664,0.7959
DKFAPW_Lo1094,0.7327,0.7384,0.9888,0.6484,0.8393,0.9376,0.7942,0.9274
DKFAPW_Lo1095,0.6191,0.6922,0.8021,0.6224,0.6946,0.9118,0.6687,0.981
DKFAPW_Lo1101,0.7202,0.7781,0.8368,0.8798,0.9273,0.8464,0.6468,0.9805
DKFAPW_Lo1106,0.6676,0.7556,0.8005,0.6245,0.7822,0.7949,0.6472,0.7663
DKFAPW_Lo1123,0.8351,0.9839,0.7666,0.8223,0.9595,0.9177,0.8111,0.9957
DKFAPW_Lo1124,0.7973,0.9709,0.6188,0.6443,0.7782,0.8206,0.6658,0.9093
DKFAPW_Lo1172,0.7031,0.8117,0.8109,0.6603,0.8932,0.7675,0.6949,0.9463
DKFAPW_Lo1180,0.877,0.9614,0.8897,0.8923,0.9841,0.9371,0.9525,0.8079
DKFAPW_Lo1187,0.8307,0.8534,0.9327,0.7893,0.9022,0.9791,0.844,0.8448
DKFAPW_Lo1199,0.6826,0.6808,0.96,0.6228,0.8364,0.6758,0.616,0.7647
DKFAPW_Lo1203,0.5927,0.547,0.9961,0.6019,0.809,0.662,0.4867,0.7686
DKFAPW_Lo1223,0.5715,0.684,0.7791,0.6683,0.8505,0.6883,0.6192,0.9058
DKFAPW_Lo1242,0.7667,0.8801,0.7404,0.7727,0.9131,0.825,0.6509,0.8963
DKFAPW_Lo1251,0.5394,0.6178,0.7546,0.521,0.6201,0.7431,0.4978,0.7413
DKFAPW_Lo1253,0.5196,0.6654,0.7757,0.6292,0.7533,0.463,0.4277,0.4999
DKFAPW_Lo1261,0.577,0.6352,0.8547,0.6361,0.7954,0.7821,0.6896,0.7435
DKFAPW_Lo1266,0.5711,0.7153,0.7375,0.6046,0.8118,0.7499,0.6605,0.9563
DKFAPW_Lo1270,0.6643,0.7223,0.8526,0.5402,0.647,0.7742,0.6061,0.9221
DKFAPW_Lo1273,0.7449,0.9216,0.664,0.6949,0.8864,0.9637,0.9861,0.9126
DKFAPW_Lo1274,0.8506,0.9997,0.7192,0.7414,0.8602,0.7545,0.4941,0.8491
DKFAPW_Lo1280,0.8351,0.9929,0.4586,0.7486,0.8186,0.8322,0.7048,0.9906
DKFAPW_Lo1282,0.625,0.7971,0.658,0.6662,0.6895,0.6786,0.5705,0.8286
DKFAPW_Lo1284,0.783,0.9776,0.6751,0.8097,0.8126,0.8449,0.85,0.7961
DKFAPW_Lo1288,0.5218,0.6783,0.6982,0.4747,0.6809,0.8482,0.8717,0.8241
DKFAPW_Lo1290,0.7453,0.8781,0.7319,0.6433,0.7497,0.8709,0.7638,0.9245
DKFAPW_Lo1301,0.5527,0.5052,0.9925,0.7265,0.9445,0.9383,0.8035,0.9671
DKFAPW_Lo904,0.6471,0.6635,0.893,0.7321,0.8506,0.7727,0.6359,0.7868
DKFAPW_Lp5,0.8981,0.948,0.8989,0.9852,0.905,0.9754,0.787,0.9647
DKFAPW_ML606,0.8195,0.9091,0.8591,0.9645,0.9656,0.9402,0.9639,0.9655
DKFAPW_MS153,0.8626,0.7636,0.788,0.9944,0.9642,0.9104,0.8027,0.7894
DKFAPW_MS71,0.8979,0.8851,0.9782,0.8242,0.8393,0.9455,0.9676,0.9082
DKFAPW_Mo15W,0.9973,0.9205,0.777,0.5232,0.4982,0.8984,0.8898,0.7953
DKFAPW_Mo17,0.9167,0.9335,0.6587,0.6022,0.6166,0.8419,0.7589,0.7414
DKFAPW_N16,0.961,0.8751,0.7614,0.4683,0.5737,0.7427,0.6898,0.6552
DKFAPW_N192,0.9578,0.9521,0.8715,0.9846,0.9066,0.9271,0.9789,0.8241
DKFAPW_N22,0.9444,0.9749,0.9408,0.6554,0.6415,0.9803,0.9721,0.9282
DKFAPW_N25,0.8002,0.7445,0.8602,0.6788,0.6301,0.876,0.745,0.9259
DKFAPW_N6,0.8696,0.8458,0.9549,0.8847,0.8672,0.9711,0.9144,0.9605
DKFAPW_NC290,0.836,0.8982,0.7987,0.6756,0.6739,0.8165,0.6605,0.9155
DKFAPW_NC358,0.9415,0.6712,0.7989,0.5201,0.523,0.7767,0.8066,0.8625
DKFAPW_NDB8,0.7454,0.6598,0.9019,0.9549,0.8489,0.8951,0.9448,0.8765
DKFAPW_NK764,0.9693,0.9474,0.9997,0.9667,0.9312,0.8401,0.8718,0.7626
DKFAPW_NK807,0.9882,0.9144,0.8792,0.9403,0.8338,0.9332,0.8473,0.9715
DKFAPW_NQ508,0.7906,0.8815,0.8315,0.7983,0.884,0.8735,0.7282,0.7249
DKFAPW_NS701,0.7855,0.9207,0.7467,0.7333,0.8932,0.8736,0.7321,0.8246
DKFAPW_Oh02,0.8792,0.9949,0.8184,0.4396,0.564,0.6438,0.6196,0.507
DKFAPW_Oh33,0.8614,0.8675,0.8958,0.8557,0.8854,0.8784,0.8843,0.9804
DKFAPW_Oh40B,0.9576,0.8962,0.8496,0.7872,0.7785,0.855,0.6899,0.9718
DKFAPW_Oh43,0.9086,0.9277,0.9087,0.9377,0.915,0.9097,0.811,0.9969
DKFAPW_Os426,0.8934,0.8141,0.8922,0.5885,0.6544,0.6746,0.6741,0.5131
DKFAPW_P465P,0.9821,0.9197,0.9485,0.8468,0.8226,0.8522,0.7978,0.9172
DKFAPW_PB116,0.8089,0.8183,0.8732,0.799,0.9617,0.9186,0.8066,0.8558
DKFAPW_PB98TR,0.9406,0.8916,0.9456,0.691,0.6208,0.6831,0.5856,0.5806
DKFAPW_PH207,0.9229,0.9621,0.8464,0.801,0.7718,0.9695,0.9705,0.915
DKFAPW_PHB09,0.9251,0.937,0.7262,0.8149,0.9203,0.9154,0.9331,0.877
